fcode,year,month,obs_dengue_cases,population,area,ws_avg,ws_min,ws_max,t2m_avg,t2m_min,t2m_max,rh_avg,rh_min,rh_max,tp_accum,l1_code,l1_name
TTYTKV_KIEN_LUONG_KG,2023,7,22,87746,431.21999999999997,2.867349219354838,1.8189436941935482,4.3865093290322585,299.94726483870966,298.05424483870974,302.91380387096774,87.84848393548387,75.1890358064516,95.94971996774196,0.4246579476,91,
TTYTKV_KIEN_LUONG_KG,2023,8,28,87746,431.21999999999997,3.116572648387096,1.9080357096774194,4.743409612903226,300.50287000000003,298.38861225806454,303.92275032258067,85.26630751612903,71.74932061290323,94.69219861290323,0.23517731489999996,91,
TTYTKV_KIEN_LUONG_KG,2023,9,32,87746,431.21999999999997,2.451447988666667,1.450678427,3.9512713066666674,299.75156666666675,297.76536433333337,303.21851,88.09137583333333,72.69871096666667,96.57983686666668,0.4674925383,91,
TTYTKV_KIEN_LUONG_KG,2023,10,24,87746,431.21999999999997,1.6767690303225806,0.7366272538709676,2.96645764516129,300.01794806451613,297.5659812903226,303.90602774193553,86.88426967741935,69.89490016129034,97.52399780645162,0.4752376395999999,91,
TTYTKV_KIEN_LUONG_KG,2023,11,19,87746,431.21999999999997,2.1222470166666665,0.9661704236666667,3.6765525666666665,299.69954566666667,297.2715056666667,303.22663900000003,85.14457313333332,70.22474773333333,95.22240566666666,0.22504345266160003,91,
TTYTKV_KIEN_LUONG_KG,2023,12,14,87746,431.21999999999997,2.474698490322581,1.342166141935484,3.8802961903225808,299.79081935483873,296.86458064516125,303.5735838709677,79.46063712903226,62.6760296451613,92.52681270967744,0.08236546320400001,91,
TTYTKV_KIEN_LUONG_KG,2024,1,6,87746,431.21999999999997,2.869025329032258,1.9143604306451611,3.937959277419355,300.13860322580655,296.63769612903224,304.7042958064516,70.6695957419355,51.64591393548387,86.07577648387097,0.013608669655400002,91,
TTYTKV_KIEN_LUONG_KG,2024,2,4,87746,431.21999999999997,3.1164739655172413,1.8436764137931034,4.413701506896552,300.9291675862069,296.9623968965517,305.97912724137933,70.28018862068966,46.88143931034483,90.4847065862069,0.007693430691600001,91,
TTYTKV_KIEN_LUONG_KG,2024,3,4,87746,431.21999999999997,2.9480229548387094,1.5472166548387094,4.309309967741936,302.05689419354843,298.1219974193549,307.36251419354835,69.04642996774194,43.67458609677419,91.27944799999999,0.0123079879677,91,
TTYTKV_KIEN_LUONG_KG,2024,4,1,87746,431.21999999999997,2.2426250333333333,0.967423163,3.4150722833333327,303.491457,299.1011466666667,308.8501976666667,67.83484286666666,42.834211200000006,92.82084306666665,0.0150944832758,91,
TTYTKV_KIEN_LUONG_KG,2024,5,1,87746,431.21999999999997,1.719289438709677,0.7462721861290323,3.0680241645161286,302.14423999999997,299.5158648387097,306.2238809677419,82.37961235483873,63.84913625806452,95.51251893548385,0.32780737143999994,91,
TTYTKV_KIEN_LUONG_KG,2024,6,2,87746,431.21999999999997,2.5488269466666664,1.4746055576666666,4.1684572499999994,301.060268,298.96014366666674,304.342993,84.11175496666667,69.53160076666667,94.01565373333337,0.37273640236,91,
TTYTKV_KIEN_LUONG_KG,2024,7,4,87746,431.21999999999997,2.5306754193548384,1.4084156435483868,4.054712470967742,299.87725548387095,298.0635358064517,302.96624129032256,88.42425845161291,75.69483154838709,96.03834603225806,0.4654837771,91,
TTYTKV_KIEN_LUONG_KG,2024,8,21,87746,431.21999999999997,2.1628251322580643,1.2396238748387096,3.5774817870967746,300.2692532258064,297.9981580645161,303.95192677419357,86.54193816129033,71.29946093548386,96.4519786451613,0.44129777690000005,91,
TTYTKV_KIEN_LUONG_KG,2024,9,28,87746,431.21999999999997,3.035555843333334,1.9916457030000003,4.518751806666668,299.86458066666665,298.03533533333336,303.083036,87.88166363333335,74.38329093333333,95.70127856666666,0.445391958,91,
TTYTKV_KIEN_LUONG_KG,2024,10,17,87746,431.21999999999997,1.7753275916129032,0.8941161316129032,3.048033158064516,299.6332351612903,297.59332903225805,303.16187935483873,88.23604116129033,72.31437519354839,97.09185861290322,0.5085681497000001,91,
